area_code,area_name,geography,period,indicator,central_heating_type,measure,unit,value
E01006114,Trafford 004B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Solid fuel only,Count,Households,0
E01006114,Trafford 004B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Renewable energy only,Count,Households,0
E01006114,Trafford 004B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,District or communal heat networks only,Count,Households,3
E01006114,Trafford 004B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Other central heating only,Count,Households,7
E01006114,Trafford 004B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (not including renewable energy),Count,Households,46
E01006114,Trafford 004B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (including renewable energy),Count,Households,2
E01006115,Trafford 004C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,No central heating,Count,Households,12
E01006115,Trafford 004C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Mains gas only,Count,Households,442
E01006115,Trafford 004C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Tank or bottled gas only,Count,Households,1
E01006115,Trafford 004C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Electric only,Count,Households,73
E01006115,Trafford 004C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Oil only,Count,Households,0
E01006115,Trafford 004C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Wood only,Count,Households,0
E01006115,Trafford 004C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Solid fuel only,Count,Households,0
E01006115,Trafford 004C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Renewable energy only,Count,Households,1
E01006115,Trafford 004C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,District or communal heat networks only,Count,Households,14
E01006115,Trafford 004C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Other central heating only,Count,Households,2
E01006115,Trafford 004C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (not including renewable energy),Count,Households,44
E01006115,Trafford 004C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (including renewable energy),Count,Households,1
E01006145,Trafford 004D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,No central heating,Count,Households,12
E01006145,Trafford 004D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Mains gas only,Count,Households,590
E01006145,Trafford 004D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Tank or bottled gas only,Count,Households,2
E01006145,Trafford 004D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Electric only,Count,Households,110
E01006145,Trafford 004D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Oil only,Count,Households,0
E01006145,Trafford 004D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Wood only,Count,Households,3
E01006145,Trafford 004D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Solid fuel only,Count,Households,0
E01006145,Trafford 004D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Renewable energy only,Count,Households,0
E01006145,Trafford 004D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,District or communal heat networks only,Count,Households,6
E01006145,Trafford 004D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Other central heating only,Count,Households,10
E01006145,Trafford 004D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (not including renewable energy),Count,Households,71
E01006145,Trafford 004D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (including renewable energy),Count,Households,2
E01006146,Trafford 004E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,No central heating,Count,Households,7
E01006146,Trafford 004E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Mains gas only,Count,Households,556
E01006146,Trafford 004E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Tank or bottled gas only,Count,Households,0
E01006146,Trafford 004E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Electric only,Count,Households,12
E01006146,Trafford 004E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Oil only,Count,Households,0
E01006146,Trafford 004E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Wood only,Count,Households,0
E01006146,Trafford 004E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Solid fuel only,Count,Households,0
E01006146,Trafford 004E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Renewable energy only,Count,Households,0
E01006146,Trafford 004E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,District or communal heat networks only,Count,Households,0
E01006146,Trafford 004E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Other central heating only,Count,Households,9
E01006146,Trafford 004E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (not including renewable energy),Count,Households,62
E01006146,Trafford 004E,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (including renewable energy),Count,Households,0
E01006122,Trafford 005A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,No central heating,Count,Households,6
E01006122,Trafford 005A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Mains gas only,Count,Households,692
