period,area_code,area_name,geography,sex,age_group,usual_residents
1991-04-21,E08000002,Bury,Local authority,Females,Aged 35 to 39 years,5965
1991-04-21,E08000002,Bury,Local authority,Females,Aged 40 to 44 years,6925
1991-04-21,E08000002,Bury,Local authority,Females,Aged 45 to 49 years,5608
1991-04-21,E08000002,Bury,Local authority,Females,Aged 50 to 54 years,5044
1991-04-21,E08000002,Bury,Local authority,Females,Aged 55 to 59 years,4478
1991-04-21,E08000002,Bury,Local authority,Females,Aged 60 to 64 years,4422
1991-04-21,E08000002,Bury,Local authority,Females,Aged 65 to 69 years,4435
1991-04-21,E08000002,Bury,Local authority,Females,Aged 70 to 74 years,3657
1991-04-21,E08000002,Bury,Local authority,Females,Aged 75 to 79 years,3550
1991-04-21,E08000002,Bury,Local authority,Females,Aged 80 to 84 years,2621
1991-04-21,E08000002,Bury,Local authority,Females,Aged 85 years and over,1963
1991-04-21,E08000002,Bury,Local authority,Males,All ages,85519
1991-04-21,E08000002,Bury,Local authority,Males,Aged 4 years and under,6330
1991-04-21,E08000002,Bury,Local authority,Males,Aged 5 to 9 years,5914
1991-04-21,E08000002,Bury,Local authority,Males,Aged 10 to 14 years,5568
1991-04-21,E08000002,Bury,Local authority,Males,Aged 15 to 19 years,5904
1991-04-21,E08000002,Bury,Local authority,Males,Aged 20 to 24 years,6128
1991-04-21,E08000002,Bury,Local authority,Males,Aged 25 to 29 years,6965
1991-04-21,E08000002,Bury,Local authority,Males,Aged 30 to 34 years,6340
1991-04-21,E08000002,Bury,Local authority,Males,Aged 35 to 39 years,5850
1991-04-21,E08000002,Bury,Local authority,Males,Aged 40 to 44 years,6992
1991-04-21,E08000002,Bury,Local authority,Males,Aged 45 to 49 years,5692
1991-04-21,E08000002,Bury,Local authority,Males,Aged 50 to 54 years,4950
1991-04-21,E08000002,Bury,Local authority,Males,Aged 55 to 59 years,4527
1991-04-21,E08000002,Bury,Local authority,Males,Aged 60 to 64 years,4008
1991-04-21,E08000002,Bury,Local authority,Males,Aged 65 to 69 years,3781
1991-04-21,E08000002,Bury,Local authority,Males,Aged 70 to 74 years,2660
1991-04-21,E08000002,Bury,Local authority,Males,Aged 75 to 79 years,2155
1991-04-21,E08000002,Bury,Local authority,Males,Aged 80 to 84 years,1224
1991-04-21,E08000002,Bury,Local authority,Males,Aged 85 years and over,531
1991-04-21,E08000002,Bury,Local authority,Persons,All ages,176760
1991-04-21,E08000002,Bury,Local authority,Persons,Aged 4 years and under,12259
1991-04-21,E08000002,Bury,Local authority,Persons,Aged 5 to 9 years,11496
1991-04-21,E08000002,Bury,Local authority,Persons,Aged 10 to 14 years,10849
1991-04-21,E08000002,Bury,Local authority,Persons,Aged 15 to 19 years,11630
1991-04-21,E08000002,Bury,Local authority,Persons,Aged 20 to 24 years,12415
1991-04-21,E08000002,Bury,Local authority,Persons,Aged 25 to 29 years,14280
1991-04-21,E08000002,Bury,Local authority,Persons,Aged 30 to 34 years,12793
1991-04-21,E08000002,Bury,Local authority,Persons,Aged 35 to 39 years,11815
1991-04-21,E08000002,Bury,Local authority,Persons,Aged 40 to 44 years,13917
1991-04-21,E08000002,Bury,Local authority,Persons,Aged 45 to 49 years,11300
1991-04-21,E08000002,Bury,Local authority,Persons,Aged 50 to 54 years,9994
1991-04-21,E08000002,Bury,Local authority,Persons,Aged 55 to 59 years,9005
1991-04-21,E08000002,Bury,Local authority,Persons,Aged 60 to 64 years,8430
1991-04-21,E08000002,Bury,Local authority,Persons,Aged 65 to 69 years,8216
1991-04-21,E08000002,Bury,Local authority,Persons,Aged 70 to 74 years,6317
1991-04-21,E08000002,Bury,Local authority,Persons,Aged 75 to 79 years,5705
1991-04-21,E08000002,Bury,Local authority,Persons,Aged 80 to 84 years,3845
1991-04-21,E08000002,Bury,Local authority,Persons,Aged 85 years and over,2494
2001-04-29,E08000002,Bury,Local authority,Females,All ages,92665
2001-04-29,E08000002,Bury,Local authority,Females,Aged 4 years and under,5539
2001-04-29,E08000002,Bury,Local authority,Females,Aged 5 to 9 years,6000
2001-04-29,E08000002,Bury,Local authority,Females,Aged 10 to 14 years,6240
2001-04-29,E08000002,Bury,Local authority,Females,Aged 15 to 19 years,5311
2001-04-29,E08000002,Bury,Local authority,Females,Aged 20 to 24 years,4504
2001-04-29,E08000002,Bury,Local authority,Females,Aged 25 to 29 years,5937
2001-04-29,E08000002,Bury,Local authority,Females,Aged 30 to 34 years,7047
2001-04-29,E08000002,Bury,Local authority,Females,Aged 35 to 39 years,7567
2001-04-29,E08000002,Bury,Local authority,Females,Aged 40 to 44 years,6391
2001-04-29,E08000002,Bury,Local authority,Females,Aged 45 to 49 years,5933
2001-04-29,E08000002,Bury,Local authority,Females,Aged 50 to 54 years,6610
2001-04-29,E08000002,Bury,Local authority,Females,Aged 55 to 59 years,5266
2001-04-29,E08000002,Bury,Local authority,Females,Aged 60 to 64 years,4636
2001-04-29,E08000002,Bury,Local authority,Females,Aged 65 to 69 years,4084
2001-04-29,E08000002,Bury,Local authority,Females,Aged 70 to 74 years,3633
2001-04-29,E08000002,Bury,Local authority,Females,Aged 75 to 79 years,3205
2001-04-29,E08000002,Bury,Local authority,Females,Aged 80 to 84 years,2317
2001-04-29,E08000002,Bury,Local authority,Females,Aged 85 years and over,2445
2001-04-29,E08000002,Bury,Local authority,Males,All ages,87940
2001-04-29,E08000002,Bury,Local authority,Males,Aged 4 years and under,5578
2001-04-29,E08000002,Bury,Local authority,Males,Aged 5 to 9 years,6219
2001-04-29,E08000002,Bury,Local authority,Males,Aged 10 to 14 years,6835
2001-04-29,E08000002,Bury,Local authority,Males,Aged 15 to 19 years,5892
2001-04-29,E08000002,Bury,Local authority,Males,Aged 20 to 24 years,4434
2001-04-29,E08000002,Bury,Local authority,Males,Aged 25 to 29 years,5490
2001-04-29,E08000002,Bury,Local authority,Males,Aged 30 to 34 years,6689
2001-04-29,E08000002,Bury,Local authority,Males,Aged 35 to 39 years,7481
2001-04-29,E08000002,Bury,Local authority,Males,Aged 40 to 44 years,6389
2001-04-29,E08000002,Bury,Local authority,Males,Aged 45 to 49 years,5782
2001-04-29,E08000002,Bury,Local authority,Males,Aged 50 to 54 years,6615
2001-04-29,E08000002,Bury,Local authority,Males,Aged 55 to 59 years,5220
2001-04-29,E08000002,Bury,Local authority,Males,Aged 60 to 64 years,4346
2001-04-29,E08000002,Bury,Local authority,Males,Aged 65 to 69 years,3671
2001-04-29,E08000002,Bury,Local authority,Males,Aged 70 to 74 years,2942
2001-04-29,E08000002,Bury,Local authority,Males,Aged 75 to 79 years,2278
2001-04-29,E08000002,Bury,Local authority,Males,Aged 80 to 84 years,1250
2001-04-29,E08000002,Bury,Local authority,Males,Aged 85 years and over,829
2001-04-29,E08000002,Bury,Local authority,Persons,All ages,180605
2001-04-29,E08000002,Bury,Local authority,Persons,Aged 4 years and under,11117
2001-04-29,E08000002,Bury,Local authority,Persons,Aged 5 to 9 years,12219
2001-04-29,E08000002,Bury,Local authority,Persons,Aged 10 to 14 years,13075
2001-04-29,E08000002,Bury,Local authority,Persons,Aged 15 to 19 years,11203
2001-04-29,E08000002,Bury,Local authority,Persons,Aged 20 to 24 years,8938
2001-04-29,E08000002,Bury,Local authority,Persons,Aged 25 to 29 years,11427
2001-04-29,E08000002,Bury,Local authority,Persons,Aged 30 to 34 years,13736
2001-04-29,E08000002,Bury,Local authority,Persons,Aged 35 to 39 years,15048
2001-04-29,E08000002,Bury,Local authority,Persons,Aged 40 to 44 years,12780
2001-04-29,E08000002,Bury,Local authority,Persons,Aged 45 to 49 years,11715
2001-04-29,E08000002,Bury,Local authority,Persons,Aged 50 to 54 years,13225
2001-04-29,E08000002,Bury,Local authority,Persons,Aged 55 to 59 years,10486
2001-04-29,E08000002,Bury,Local authority,Persons,Aged 60 to 64 years,8982
2001-04-29,E08000002,Bury,Local authority,Persons,Aged 65 to 69 years,7755
2001-04-29,E08000002,Bury,Local authority,Persons,Aged 70 to 74 years,6575
2001-04-29,E08000002,Bury,Local authority,Persons,Aged 75 to 79 years,5483
2001-04-29,E08000002,Bury,Local authority,Persons,Aged 80 to 84 years,3567
2001-04-29,E08000002,Bury,Local authority,Persons,Aged 85 years and over,3274
2011-03-27,E08000002,Bury,Local authority,Females,All ages,94472
2011-03-27,E08000002,Bury,Local authority,Females,Aged 4 years and under,6009
2011-03-27,E08000002,Bury,Local authority,Females,Aged 5 to 9 years,5326
2011-03-27,E08000002,Bury,Local authority,Females,Aged 10 to 14 years,5507
2011-03-27,E08000002,Bury,Local authority,Females,Aged 15 to 19 years,5569
2011-03-27,E08000002,Bury,Local authority,Females,Aged 20 to 24 years,5295
2011-03-27,E08000002,Bury,Local authority,Females,Aged 25 to 29 years,5966
2011-03-27,E08000002,Bury,Local authority,Females,Aged 30 to 34 years,5922
2011-03-27,E08000002,Bury,Local authority,Females,Aged 35 to 39 years,6345
2011-03-27,E08000002,Bury,Local authority,Females,Aged 40 to 44 years,7283
2011-03-27,E08000002,Bury,Local authority,Females,Aged 45 to 49 years,7288
2011-03-27,E08000002,Bury,Local authority,Females,Aged 50 to 54 years,6224
2011-03-27,E08000002,Bury,Local authority,Females,Aged 55 to 59 years,5345
2011-03-27,E08000002,Bury,Local authority,Females,Aged 60 to 64 years,5911
2011-03-27,E08000002,Bury,Local authority,Females,Aged 65 to 69 years,4585
2011-03-27,E08000002,Bury,Local authority,Females,Aged 70 to 74 years,3933
2011-03-27,E08000002,Bury,Local authority,Females,Aged 75 to 79 years,3139
2011-03-27,E08000002,Bury,Local authority,Females,Aged 80 to 84 years,2395
2011-03-27,E08000002,Bury,Local authority,Females,Aged 85 years and over,2430
2011-03-27,E08000002,Bury,Local authority,Males,All ages,90588
2011-03-27,E08000002,Bury,Local authority,Males,Aged 4 years and under,6226
2011-03-27,E08000002,Bury,Local authority,Males,Aged 5 to 9 years,5782
2011-03-27,E08000002,Bury,Local authority,Males,Aged 10 to 14 years,5854
2011-03-27,E08000002,Bury,Local authority,Males,Aged 15 to 19 years,5976
2011-03-27,E08000002,Bury,Local authority,Males,Aged 20 to 24 years,5393
2011-03-27,E08000002,Bury,Local authority,Males,Aged 25 to 29 years,5656
2011-03-27,E08000002,Bury,Local authority,Males,Aged 30 to 34 years,5561
2011-03-27,E08000002,Bury,Local authority,Males,Aged 35 to 39 years,5969
2011-03-27,E08000002,Bury,Local authority,Males,Aged 40 to 44 years,6897
2011-03-27,E08000002,Bury,Local authority,Males,Aged 45 to 49 years,7066
2011-03-27,E08000002,Bury,Local authority,Males,Aged 50 to 54 years,6113
2011-03-27,E08000002,Bury,Local authority,Males,Aged 55 to 59 years,5236
2011-03-27,E08000002,Bury,Local authority,Males,Aged 60 to 64 years,5801
2011-03-27,E08000002,Bury,Local authority,Males,Aged 65 to 69 years,4383
2011-03-27,E08000002,Bury,Local authority,Males,Aged 70 to 74 years,3391
2011-03-27,E08000002,Bury,Local authority,Males,Aged 75 to 79 years,2477
2011-03-27,E08000002,Bury,Local authority,Males,Aged 80 to 84 years,1612
2011-03-27,E08000002,Bury,Local authority,Males,Aged 85 years and over,1195
2011-03-27,E08000002,Bury,Local authority,Persons,All ages,185060
2011-03-27,E08000002,Bury,Local authority,Persons,Aged 4 years and under,12235
2011-03-27,E08000002,Bury,Local authority,Persons,Aged 5 to 9 years,11108
2011-03-27,E08000002,Bury,Local authority,Persons,Aged 10 to 14 years,11361
2011-03-27,E08000002,Bury,Local authority,Persons,Aged 15 to 19 years,11545
2011-03-27,E08000002,Bury,Local authority,Persons,Aged 20 to 24 years,10688
2011-03-27,E08000002,Bury,Local authority,Persons,Aged 25 to 29 years,11622
2011-03-27,E08000002,Bury,Local authority,Persons,Aged 30 to 34 years,11483
2011-03-27,E08000002,Bury,Local authority,Persons,Aged 35 to 39 years,12314
2011-03-27,E08000002,Bury,Local authority,Persons,Aged 40 to 44 years,14180
2011-03-27,E08000002,Bury,Local authority,Persons,Aged 45 to 49 years,14354
2011-03-27,E08000002,Bury,Local authority,Persons,Aged 50 to 54 years,12337
2011-03-27,E08000002,Bury,Local authority,Persons,Aged 55 to 59 years,10581
2011-03-27,E08000002,Bury,Local authority,Persons,Aged 60 to 64 years,11712
2011-03-27,E08000002,Bury,Local authority,Persons,Aged 65 to 69 years,8968
2011-03-27,E08000002,Bury,Local authority,Persons,Aged 70 to 74 years,7324
2011-03-27,E08000002,Bury,Local authority,Persons,Aged 75 to 79 years,5616
2011-03-27,E08000002,Bury,Local authority,Persons,Aged 80 to 84 years,4007
2011-03-27,E08000002,Bury,Local authority,Persons,Aged 85 years and over,3625
2021-03-21,E08000002,Bury,Local authority,Females,All ages,98800
2021-03-21,E08000002,Bury,Local authority,Females,Aged 4 years and under,5400
2021-03-21,E08000002,Bury,Local authority,Females,Aged 5 to 9 years,6100
2021-03-21,E08000002,Bury,Local authority,Females,Aged 10 to 14 years,6300
2021-03-21,E08000002,Bury,Local authority,Females,Aged 15 to 19 years,5300
2021-03-21,E08000002,Bury,Local authority,Females,Aged 20 to 24 years,4700
2021-03-21,E08000002,Bury,Local authority,Females,Aged 25 to 29 years,6000
2021-03-21,E08000002,Bury,Local authority,Females,Aged 30 to 34 years,7100
2021-03-21,E08000002,Bury,Local authority,Females,Aged 35 to 39 years,6900
2021-03-21,E08000002,Bury,Local authority,Females,Aged 40 to 44 years,6200
2021-03-21,E08000002,Bury,Local authority,Females,Aged 45 to 49 years,6300
2021-03-21,E08000002,Bury,Local authority,Females,Aged 50 to 54 years,6900
2021-03-21,E08000002,Bury,Local authority,Females,Aged 55 to 59 years,6800
2021-03-21,E08000002,Bury,Local authority,Females,Aged 60 to 64 years,5600
2021-03-21,E08000002,Bury,Local authority,Females,Aged 65 to 69 years,4900
2021-03-21,E08000002,Bury,Local authority,Females,Aged 70 to 74 years,5200
2021-03-21,E08000002,Bury,Local authority,Females,Aged 75 to 79 years,3800
2021-03-21,E08000002,Bury,Local authority,Females,Aged 80 to 84 years,2700
2021-03-21,E08000002,Bury,Local authority,Females,Aged 85 years and over,2700
2021-03-21,E08000002,Bury,Local authority,Males,All ages,95100
2021-03-21,E08000002,Bury,Local authority,Males,Aged 4 years and under,5800
2021-03-21,E08000002,Bury,Local authority,Males,Aged 5 to 9 years,6400
2021-03-21,E08000002,Bury,Local authority,Males,Aged 10 to 14 years,6500
2021-03-21,E08000002,Bury,Local authority,Males,Aged 15 to 19 years,5900
2021-03-21,E08000002,Bury,Local authority,Males,Aged 20 to 24 years,4900
2021-03-21,E08000002,Bury,Local authority,Males,Aged 25 to 29 years,5600
2021-03-21,E08000002,Bury,Local authority,Males,Aged 30 to 34 years,6400
2021-03-21,E08000002,Bury,Local authority,Males,Aged 35 to 39 years,6400
2021-03-21,E08000002,Bury,Local authority,Males,Aged 40 to 44 years,5900
2021-03-21,E08000002,Bury,Local authority,Males,Aged 45 to 49 years,6200
2021-03-21,E08000002,Bury,Local authority,Males,Aged 50 to 54 years,6600
2021-03-21,E08000002,Bury,Local authority,Males,Aged 55 to 59 years,6700
2021-03-21,E08000002,Bury,Local authority,Males,Aged 60 to 64 years,5700
2021-03-21,E08000002,Bury,Local authority,Males,Aged 65 to 69 years,4500
2021-03-21,E08000002,Bury,Local authority,Males,Aged 70 to 74 years,4800
2021-03-21,E08000002,Bury,Local authority,Males,Aged 75 to 79 years,3200
2021-03-21,E08000002,Bury,Local authority,Males,Aged 80 to 84 years,2100
2021-03-21,E08000002,Bury,Local authority,Males,Aged 85 years and over,1400
2021-03-21,E08000002,Bury,Local authority,Persons,All ages,193800
2021-03-21,E08000002,Bury,Local authority,Persons,Aged 4 years and under,11200
2021-03-21,E08000002,Bury,Local authority,Persons,Aged 5 to 9 years,12500
2021-03-21,E08000002,Bury,Local authority,Persons,Aged 10 to 14 years,12800
2021-03-21,E08000002,Bury,Local authority,Persons,Aged 15 to 19 years,11200
2021-03-21,E08000002,Bury,Local authority,Persons,Aged 20 to 24 years,9600
2021-03-21,E08000002,Bury,Local authority,Persons,Aged 25 to 29 years,11500
2021-03-21,E08000002,Bury,Local authority,Persons,Aged 30 to 34 years,13500
2021-03-21,E08000002,Bury,Local authority,Persons,Aged 35 to 39 years,13400
2021-03-21,E08000002,Bury,Local authority,Persons,Aged 40 to 44 years,12100
2021-03-21,E08000002,Bury,Local authority,Persons,Aged 45 to 49 years,12500
2021-03-21,E08000002,Bury,Local authority,Persons,Aged 50 to 54 years,13400
2021-03-21,E08000002,Bury,Local authority,Persons,Aged 55 to 59 years,13500
2021-03-21,E08000002,Bury,Local authority,Persons,Aged 60 to 64 years,11300
2021-03-21,E08000002,Bury,Local authority,Persons,Aged 65 to 69 years,9400
2021-03-21,E08000002,Bury,Local authority,Persons,Aged 70 to 74 years,10000
2021-03-21,E08000002,Bury,Local authority,Persons,Aged 75 to 79 years,7000
2021-03-21,E08000002,Bury,Local authority,Persons,Aged 80 to 84 years,4800
2021-03-21,E08000002,Bury,Local authority,Persons,Aged 85 years and over,4200
1981-04-05,E08000003,Manchester,Local authority,Females,All ages,224821
1981-04-05,E08000003,Manchester,Local authority,Females,Aged 4 years and under,12580
1981-04-05,E08000003,Manchester,Local authority,Females,Aged 5 to 9 years,12908
1981-04-05,E08000003,Manchester,Local authority,Females,Aged 10 to 14 years,16818
1981-04-05,E08000003,Manchester,Local authority,Females,Aged 15 to 19 years,19651
1981-04-05,E08000003,Manchester,Local authority,Females,Aged 20 to 24 years,19683
1981-04-05,E08000003,Manchester,Local authority,Females,Aged 25 to 29 years,14875
1981-04-05,E08000003,Manchester,Local authority,Females,Aged 30 to 34 years,13045
1981-04-05,E08000003,Manchester,Local authority,Females,Aged 35 to 39 years,10531
1981-04-05,E08000003,Manchester,Local authority,Females,Aged 40 to 44 years,10771
1981-04-05,E08000003,Manchester,Local authority,Females,Aged 45 to 49 years,10848
1981-04-05,E08000003,Manchester,Local authority,Females,Aged 50 to 54 years,12667
1981-04-05,E08000003,Manchester,Local authority,Females,Aged 55 to 59 years,13995
1981-04-05,E08000003,Manchester,Local authority,Females,Aged 60 to 64 years,12860
1981-04-05,E08000003,Manchester,Local authority,Females,Aged 65 to 69 years,13280
1981-04-05,E08000003,Manchester,Local authority,Females,Aged 70 to 74 years,11840
1981-04-05,E08000003,Manchester,Local authority,Females,Aged 75 to 79 years,9096
1981-04-05,E08000003,Manchester,Local authority,Females,Aged 80 to 84 years,5797
1981-04-05,E08000003,Manchester,Local authority,Females,Aged 85 years and over,3563
1981-04-05,E08000003,Manchester,Local authority,Males,All ages,212842
1981-04-05,E08000003,Manchester,Local authority,Males,Aged 4 years and under,13458
1981-04-05,E08000003,Manchester,Local authority,Males,Aged 5 to 9 years,13856
1981-04-05,E08000003,Manchester,Local authority,Males,Aged 10 to 14 years,17733
1981-04-05,E08000003,Manchester,Local authority,Males,Aged 15 to 19 years,19794
1981-04-05,E08000003,Manchester,Local authority,Males,Aged 20 to 24 years,21079
