area_code,area_name,geography,period,indicator,measure,unit,sex,age_group,value
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Females,Aged 85 years and over,3353
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Males,All ages,110959
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Males,Aged 4 years and under,7569
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Males,Aged 5 to 9 years,7188
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Males,Aged 10 to 14 years,7170
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Males,Aged 15 to 19 years,7104
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Males,Aged 20 to 24 years,6094
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Males,Aged 25 to 29 years,6838
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Males,Aged 30 to 34 years,7247
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Males,Aged 35 to 39 years,7996
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Males,Aged 40 to 44 years,8615
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Males,Aged 45 to 49 years,8834
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Males,Aged 50 to 54 years,7653
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Males,Aged 55 to 59 years,6489
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Males,Aged 60 to 64 years,6358
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Males,Aged 65 to 69 years,4632
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Males,Aged 70 to 74 years,3925
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Males,Aged 75 to 79 years,3246
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Males,Aged 80 to 84 years,2305
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Males,Aged 85 years and over,1696
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Persons,All ages,226578
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 4 years and under,14870
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 5 to 9 years,14032
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 10 to 14 years,14076
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 15 to 19 years,13526
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 20 to 24 years,11776
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 25 to 29 years,13764
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 30 to 34 years,15010
