"Accident Index","Year","VehicleReferenceNumber","CasualtyNumber","CasualtyClass","Sex","AgeBandOfCasualty","CasualtySeverity","PedLocation","PedMovement","CarPassenger","BusPassenger","PedInjWork","CasTypeCode"
"100585762012",2012,1,1,3,1,3,3,6,9,0,0,0,0
"100585972012",2012,1,1,2,2,9,3,0,0,0,4,0,11
"100586012012",2012,2,1,1,1,8,3,0,0,0,0,0,9
"100586062012",2012,1,1,3,1,2,3,8,3,0,0,0,0
"100586262012",2012,1,1,3,1,5,2,5,9,0,0,2,0
"100586722012",2012,1,1,1,2,5,3,0,0,0,0,0,9
"100586802012",2012,1,1,1,2,7,3,0,0,0,0,0,9
"100586952012",2012,2,1,1,1,7,3,0,0,0,0,0,9
"100587042012",2012,1,1,1,1,5,2,0,0,0,0,0,4
"100587172012",2012,1,1,3,1,3,3,1,1,0,0,0,0
"100587422012",2012,2,1,1,2,6,3,0,0,0,0,0,9
"100587522012",2012,2,1,1,1,4,3,0,0,0,0,0,2
"100587692012",2012,2,1,1,2,5,3,0,0,0,0,0,9
"100588212012",2012,1,1,1,1,6,3,0,0,0,0,0,9
"100588222012",2012,2,1,1,1,3,3,0,0,0,0,0,1
"100588642012",2012,1,1,2,1,4,3,0,0,1,0,0,9
"100588642012",2012,1,2,2,2,6,3,0,0,2,0,0,9
"100588942012",2012,1,1,1,1,8,3,0,0,0,0,0,1
"100589372012",2012,1,1,1,1,2,2,0,0,0,0,0,1
"100589542012",2012,1,1,1,2,6,2,0,0,0,0,0,9
"100589542012",2012,1,2,2,1,6,3,0,0,2,0,0,9
"100589582012",2012,1,1,1,2,5,3,0,0,0,0,0,9
"100589622012",2012,1,1,2,1,4,3,0,0,1,0,0,19
"100589802012",2012,5,1,1,1,5,3,0,0,0,0,0,9
"100590122012",2012,2,1,2,2,10,3,0,0,1,0,0,9
"100590172012",2012,1,1,3,1,3,2,5,2,0,0,0,0
"100590202012",2012,1,1,1,1,7,3,0,0,0,0,0,9
"100590202012",2012,2,2,1,1,7,3,0,0,0,0,0,9
"100590442012",2012,1,1,1,1,10,3,0,0,0,0,0,9
"100590442012",2012,2,2,1,2,6,3,0,0,0,0,0,9
"100590442012",2012,2,3,2,1,6,3,0,0,1,0,0,9
"100590492012",2012,2,1,1,1,4,2,0,0,0,0,0,3
"100590612012",2012,1,1,1,2,8,3,0,0,0,0,0,9
"100590612012",2012,2,2,1,2,5,3,0,0,0,0,0,9
"100591072012",2012,2,1,3,2,4,3,6,9,0,0,0,0
"100591082012",2012,1,1,3,1,5,3,5,4,0,0,0,0
"100591102012",2012,1,1,1,1,6,3,0,0,0,0,0,9
"100591212012",2012,1,1,3,1,8,3,2,4,0,0,0,0
"100591362012",2012,1,1,1,1,7,2,0,0,0,0,0,21
"100591652012",2012,2,1,1,1,7,3,0,0,0,0,0,5
"100592052012",2012,2,1,2,2,8,3,0,0,1,0,0,9
"100592732012",2012,1,1,1,1,7,2,0,0,0,0,0,14
"100592742012",2012,2,1,1,1,9,3,0,0,0,0,0,1
"100593342012",2012,1,1,1,1,8,3,0,0,0,0,0,9
"100593362012",2012,1,1,2,2,2,3,0,0,2,0,0,8
"100593512012",2012,2,1,1,1,6,3,0,0,0,0,0,9
"100594152012",2012,1,1,3,1,3,3,5,2,0,0,0,0
"100594482012",2012,1,1,1,2,5,3,0,0,0,0,0,9
"100594622012",2012,1,1,3,1,3,3,5,2,0,0,0,0
"100594622012",2012,1,2,3,2,3,3,5,2,0,0,0,0
"100594742012",2012,1,1,1,2,5,3,0,0,0,0,0,9
"100594742012",2012,1,2,2,1,1,2,0,0,2,0,0,9
"100594902012",2012,1,2,2,2,6,3,0,0,1,0,0,9
"100594902012",2012,1,3,2,2,3,3,0,0,2,0,0,9
"100594902012",2012,2,1,1,2,6,3,0,0,0,0,0,9
"100595072012",2012,2,1,1,2,6,3,0,0,0,0,0,9
"100595072012",2012,2,2,2,1,2,3,0,0,2,0,0,9
"100595072012",2012,3,3,2,2,6,3,0,0,1,0,0,9
"100595152012",2012,2,1,1,1,4,2,0,0,0,0,0,3
"100596262012",2012,2,1,1,1,9,3,0,0,0,0,0,9
"100596262012",2012,2,2,2,1,8,3,0,0,1,0,0,9
"100596292012",2012,1,1,1,2,7,3,0,0,0,0,0,9
"100596292012",2012,2,2,1,1,5,3,0,0,0,0,0,9
"100596592012",2012,2,1,1,1,10,3,0,0,0,0,0,9
"100596982012",2012,1,1,2,1,4,3,0,0,2,0,0,9
"100596982012",2012,1,2,2,1,5,3,0,0,1,0,0,9
"100597162012",2012,2,1,1,1,8,2,0,0,0,0,0,1
"100598252012",2012,1,1,3,2,4,3,10,9,0,0,0,0
"100598522012",2012,1,1,3,1,8,3,10,9,0,0,0,0
"100599052012",2012,1,1,3,2,5,3,4,9,0,0,0,0
"100599652012",2012,2,1,1,2,7,3,0,0,0,0,0,9
"100600172012",2012,1,1,3,1,6,3,1,3,0,0,0,0
"100600192012",2012,1,1,3,1,2,3,6,9,0,0,1,0
"100600282012",2012,2,1,1,1,4,3,0,0,0,0,0,9
"100600282012",2012,2,2,2,1,4,3,0,0,2,0,0,9
"100600282012",2012,2,3,2,1,4,3,0,0,2,0,0,9
"100600282012",2012,2,4,2,1,4,3,0,0,1,0,0,9
"100600332012",2012,2,1,1,1,4,2,0,0,0,0,0,4
"100601162012",2012,2,1,1,1,6,3,0,0,0,0,0,4
"100601492012",2012,2,1,1,1,8,2,0,0,0,0,0,1
"100601522012",2012,2,1,1,1,10,3,0,0,0,0,0,9
"100601522012",2012,2,3,2,1,9,3,0,0,1,0,0,9
"100601522012",2012,3,2,1,1,6,3,0,0,0,0,0,9
"100601642012",2012,1,1,3,2,10,2,1,3,0,0,0,0
"100602002012",2012,2,1,1,2,6,3,0,0,0,0,0,9
"100602082012",2012,1,1,3,1,1,3,5,1,0,0,0,0
"100602352012",2012,1,1,1,2,10,3,0,0,0,0,0,9
"100602352012",2012,2,2,1,1,5,3,0,0,0,0,0,9
"100602402012",2012,1,2,2,1,8,3,0,0,1,0,0,9
"100602402012",2012,2,1,1,1,6,3,0,0,0,0,0,9
"100602402012",2012,2,3,2,1,5,3,0,0,1,0,0,9
"100602542012",2012,1,1,3,1,4,3,5,9,0,0,2,0
"100602542012",2012,1,2,1,1,6,3,0,0,0,0,0,9
"100602952012",2012,1,1,3,2,5,1,8,1,0,0,0,0
"100602952012",2012,1,2,3,1,1,3,8,1,0,0,0,0
"100603092012",2012,2,1,1,1,5,3,0,0,0,0,0,9
"100603092012",2012,2,2,2,1,1,3,0,0,2,0,0,9
"100603242012",2012,2,1,1,1,7,3,0,0,0,0,0,5
"100603332012",2012,1,1,2,2,2,3,0,0,2,0,0,9
"100603392012",2012,1,1,1,1,7,3,0,0,0,0,0,3
"100603482012",2012,1,1,1,1,7,2,0,0,0,0,0,9
"100604382012",2012,1,1,1,2,6,3,0,0,0,0,0,9
"100604532012",2012,2,1,2,2,6,3,0,0,1,0,0,9
"100605422012",2012,1,1,3,2,6,3,8,4,0,0,0,0
"100605862012",2012,2,1,2,1,5,3,0,0,1,0,0,9
"100606472012",2012,1,1,1,2,11,3,0,0,0,0,0,9
"100606492012",2012,1,1,1,1,4,3,0,0,0,0,0,9
"100606512012",2012,1,1,1,1,6,3,0,0,0,0,0,9
"100606722012",2012,1,1,3,1,4,3,5,1,0,0,0,0
"100607642012",2012,2,1,1,1,6,3,0,0,0,0,0,3
"100607942012",2012,1,1,3,1,3,3,5,2,0,0,0,0
"100607982012",2012,2,1,1,2,8,3,0,0,0,0,0,9
"100608162012",2012,2,1,3,2,7,1,10,9,0,0,2,0
"100608212012",2012,2,1,1,2,8,3,0,0,0,0,0,9
"100608212012",2012,2,2,2,2,4,3,0,0,1,0,0,9
"100608412012",2012,1,1,1,1,8,2,0,0,0,0,0,9
"100608442012",2012,1,1,3,1,2,3,5,3,0,0,0,0
"100608462012",2012,2,1,1,2,4,3,0,0,0,0,0,2
"100608472012",2012,1,1,1,2,6,3,0,0,0,0,0,9
"100608472012",2012,2,2,1,2,7,3,0,0,0,0,0,14
"100608732012",2012,2,1,1,1,6,3,0,0,0,0,0,2
"100608732012",2012,3,2,1,2,7,3,0,0,0,0,0,8
"100608862012",2012,2,1,1,1,7,2,0,0,0,0,0,1
"100609432012",2012,2,1,1,1,7,3,0,0,0,0,0,9
"100609732012",2012,1,1,3,1,1,3,5,1,0,0,0,0
"100610442012",2012,2,1,1,1,7,3,0,0,0,0,0,5
"100612102012",2012,1,1,3,1,2,3,1,3,0,0,0,0
"100613332012",2012,1,1,1,1,7,3,0,0,0,0,0,9
"100613332012",2012,1,3,2,2,7,3,0,0,1,0,0,9
"100613332012",2012,2,2,1,2,8,3,0,0,0,0,0,9
"100613522012",2012,2,1,1,1,5,3,0,0,0,0,0,2
"100613552012",2012,2,1,1,1,3,3,0,0,0,0,0,1
"100613842012",2012,1,1,1,1,4,3,0,0,0,0,0,3
"100613872012",2012,2,1,1,1,7,3,0,0,0,0,0,5
"100614172012",2012,1,1,1,1,8,3,0,0,0,0,0,9
"100614172012",2012,2,2,1,1,8,3,0,0,0,0,0,9
"100614172012",2012,2,3,2,2,8,3,0,0,1,0,0,9
"100614192012",2012,1,1,1,2,9,3,0,0,0,0,0,9
"100614192012",2012,2,2,1,1,10,3,0,0,0,0,0,9
"100614192012",2012,2,3,2,2,9,3,0,0,1,0,0,9
"100614192012",2012,2,4,2,1,5,3,0,0,2,0,0,9
"100614192012",2012,2,5,2,1,2,3,0,0,2,0,0,9
"100614192012",2012,2,6,2,1,2,3,0,0,2,0,0,9
"100614432012",2012,2,1,2,2,5,3,0,0,1,0,0,9
"100615252012",2012,1,1,3,1,3,3,5,1,0,0,0,0
"100615732012",2012,1,1,1,2,6,3,0,0,0,0,0,9
"100615732012",2012,2,2,1,1,7,3,0,0,0,0,0,9
"100615732012",2012,2,4,2,1,4,3,0,0,1,0,0,9
"100615732012",2012,3,3,1,1,10,3,0,0,0,0,0,9
"100616412012",2012,1,1,3,2,5,3,1,3,0,0,0,0
"100616452012",2012,1,1,1,1,4,3,0,0,0,0,0,2
"100616462012",2012,2,1,1,1,5,3,0,0,0,0,0,9
"100616932012",2012,1,1,3,1,2,3,5,9,0,0,0,0
"100617032012",2012,2,1,1,2,6,3,0,0,0,0,0,9
"100617062012",2012,2,1,1,1,8,2,0,0,0,0,0,1
"100617402012",2012,2,1,1,1,6,3,0,0,0,0,0,9
"100617402012",2012,2,2,2,2,6,3,0,0,2,0,0,9
"100617402012",2012,2,3,2,1,1,3,0,0,2,0,0,9
"100617412012",2012,2,1,2,2,9,3,0,0,1,0,0,9
"100618102012",2012,1,3,2,2,6,3,0,0,2,0,0,8
"100618102012",2012,2,1,1,1,6,3,0,0,0,0,0,9
"100618102012",2012,2,2,2,1,5,3,0,0,1,0,0,9
"100618122012",2012,1,1,1,2,5,3,0,0,0,0,0,3
"100618992012",2012,1,1,1,1,9,3,0,0,0,0,0,8
"100619522012",2012,1,1,1,1,5,3,0,0,0,0,0,9
"100619942012",2012,2,1,1,1,8,3,0,0,0,0,0,9
"100620172012",2012,3,1,1,1,6,3,0,0,0,0,0,3
"100620392012",2012,2,1,1,2,9,3,0,0,0,0,0,14
"100620392012",2012,2,2,2,2,6,3,0,0,1,0,0,14
"100620392012",2012,2,3,2,1,1,3,0,0,2,0,0,14
"100620392012",2012,2,4,2,2,1,3,0,0,2,0,0,14
"100620662012",2012,1,1,3,1,11,3,4,1,0,0,0,0
"100620682012",2012,1,1,3,2,3,2,1,1,0,0,0,0
"100620692012",2012,2,1,1,2,8,3,0,0,0,0,0,9
"100621082012",2012,1,1,3,1,5,3,9,5,0,0,0,0
"100621202012",2012,2,1,2,2,7,3,0,0,1,0,0,9
"100621202012",2012,2,2,1,1,7,3,0,0,0,0,0,9
"100621342012",2012,2,1,1,2,6,3,0,0,0,0,0,9
"100621442012",2012,2,1,2,2,4,3,0,0,2,0,0,9
"100622892012",2012,1,1,1,1,9,3,0,0,0,0,0,19
"100622892012",2012,2,2,1,1,9,3,0,0,0,0,0,9
"100623182012",2012,1,1,3,2,5,2,5,1,0,0,0,0
"100623212012",2012,2,1,2,2,9,3,0,0,2,0,0,9
"100623232012",2012,1,1,1,1,7,3,0,0,0,0,0,9
"100623232012",2012,1,4,2,2,1,3,0,0,2,0,0,9
"100623232012",2012,2,2,1,1,10,3,0,0,0,0,0,9
"100623232012",2012,2,3,2,1,10,3,0,0,1,0,0,9
"100623462012",2012,1,5,2,1,6,3,0,0,2,0,0,19
"100623462012",2012,2,1,1,2,5,3,0,0,0,0,0,9
"100623462012",2012,2,2,2,1,6,3,0,0,1,0,0,9
"100623462012",2012,2,3,2,1,5,3,0,0,2,0,0,9
"100623462012",2012,2,4,2,1,6,3,0,0,2,0,0,9
"100623522012",2012,2,1,1,1,5,3,0,0,0,0,0,3
"100623792012",2012,2,1,1,1,8,3,0,0,0,0,0,1
"100623872012",2012,1,1,1,2,5,3,0,0,0,0,0,9
"100623872012",2012,2,2,1,2,5,3,0,0,0,0,0,9
"100624372012",2012,2,1,1,2,6,3,0,0,0,0,0,5
"100624452012",2012,1,1,1,1,8,3,0,0,0,0,0,9
"100625452012",2012,2,1,1,2,5,3,0,0,0,0,0,9
"100626322012",2012,1,1,3,1,5,3,5,2,0,0,0,0
"100626422012",2012,1,1,3,2,3,2,5,2,0,0,0,0
"100626552012",2012,1,1,1,2,10,3,0,0,0,0,0,9
"100626552012",2012,2,2,1,1,6,3,0,0,0,0,0,9
"100626552012",2012,2,3,2,1,7,3,0,0,1,0,0,9
"100626602012",2012,1,1,1,1,7,2,0,0,0,0,0,14
"100626642012",2012,1,1,1,1,6,3,0,0,0,0,0,9
"100626682012",2012,1,5,2,2,10,3,0,0,0,4,0,11
"100626682012",2012,1,6,2,2,7,3,0,0,0,4,0,11
"100626682012",2012,1,7,2,2,9,3,0,0,0,4,0,11
"100626682012",2012,1,8,2,1,11,3,0,0,0,4,0,11
"100626682012",2012,2,1,1,1,7,3,0,0,0,0,0,9
"100626682012",2012,2,2,2,2,6,3,0,0,1,0,0,9
"100626682012",2012,2,3,2,1,2,3,0,0,2,0,0,9
"100626682012",2012,2,4,2,2,2,3,0,0,2,0,0,9
"100626792012",2012,1,1,3,1,5,3,4,1,0,0,0,0
"100626812012",2012,1,1,3,1,6,3,5,1,0,0,0,0
"100628012012",2012,2,1,1,1,4,3,0,0,0,0,0,3
"100628052012",2012,1,1,1,2,5,3,0,0,0,0,0,9
"100628052012",2012,1,3,2,1,5,3,0,0,1,0,0,9
"100628052012",2012,2,2,1,1,7,3,0,0,0,0,0,9
"100628102012",2012,1,1,1,2,6,3,0,0,0,0,0,9
"100628102012",2012,2,2,1,1,6,3,0,0,0,0,0,9
"100628242012",2012,1,1,1,1,5,1,0,0,0,0,0,9
"100628572012",2012,1,1,1,1,4,2,0,0,0,0,0,1
"100629112012",2012,1,1,1,1,3,3,0,0,0,0,0,9
"100629112012",2012,1,3,2,1,4,3,0,0,1,0,0,9
"100629112012",2012,2,2,1,1,7,3,0,0,0,0,0,9
"100629112012",2012,2,4,2,1,7,3,0,0,1,0,0,9
"100629882012",2012,1,1,1,1,6,3,0,0,0,0,0,9
"100629882012",2012,2,2,1,2,8,3,0,0,0,0,0,9
"100629882012",2012,2,3,2,2,11,3,0,0,1,0,0,9
"100630372012",2012,1,1,3,1,6,3,5,1,0,0,0,0
"100630512012",2012,2,1,1,2,7,3,0,0,0,0,0,9
"100630942012",2012,1,1,1,2,4,3,0,0,0,0,0,9
"100631192012",2012,2,1,1,1,8,3,0,0,0,0,0,1
"100631222012",2012,1,1,2,2,7,3,0,0,2,0,0,8
"100631222012",2012,2,2,2,2,6,3,0,0,0,4,0,11
"100631222012",2012,2,3,1,2,7,3,0,0,0,0,0,11
"100631522012",2012,1,1,3,1,1,2,5,4,0,0,0,0
"100631582012",2012,2,1,1,1,7,3,0,0,0,0,0,9
"100631582012",2012,2,2,2,2,7,3,0,0,1,0,0,9
"100631832012",2012,2,1,1,1,6,3,0,0,0,0,0,5
"100632052012",2012,1,1,2,1,11,3,0,0,0,2,0,11
"100632172012",2012,2,1,1,1,2,3,0,0,0,0,0,1
"100632342012",2012,1,1,2,2,4,3,0,0,2,0,0,9
"100632352012",2012,1,1,1,1,5,3,0,0,0,0,0,9
"100632352012",2012,1,2,2,2,4,3,0,0,1,0,0,9
"100632402012",2012,2,1,1,1,7,3,0,0,0,0,0,1
"100632852012",2012,2,1,1,1,6,2,0,0,0,0,0,1
"100633462012",2012,1,1,3,2,9,3,6,9,0,0,0,0
"100634602012",2012,2,1,1,1,8,3,0,0,0,0,0,9
"100634872012",2012,1,1,1,2,7,3,0,0,0,0,0,9
"100634872012",2012,1,2,2,2,7,3,0,0,1,0,0,9
"100635022012",2012,1,1,2,2,6,3,0,0,0,4,0,10
"100635032012",2012,1,1,1,1,5,3,0,0,0,0,0,9
"100635182012",2012,2,1,1,1,8,3,0,0,0,0,0,1
"100635292012",2012,1,1,2,1,7,3,0,0,2,0,0,9
"100635332012",2012,2,1,2,2,6,3,0,0,1,0,0,9
"100636132012",2012,1,1,3,2,3,3,6,9,0,0,2,0
"100636282012",2012,1,1,1,1,6,3,0,0,0,0,0,9
"100636282012",2012,2,2,1,1,5,3,0,0,0,0,0,9
"100636282012",2012,2,3,2,1,4,3,0,0,1,0,0,9
"100636532012",2012,1,1,3,1,6,3,6,9,0,0,0,0
"100636922012",2012,2,1,2,1,5,3,0,0,1,0,0,9
"100636922012",2012,2,2,2,1,6,3,0,0,2,0,0,9
"100636922012",2012,2,3,2,1,2,3,0,0,2,0,0,9
"100637242012",2012,1,1,1,1,5,3,0,0,0,0,0,9
"100637242012",2012,2,2,1,1,9,3,0,0,0,0,0,14
"100637562012",2012,1,1,3,1,11,3,5,3,0,0,0,0
"100637672012",2012,2,1,1,1,8,3,0,0,0,0,0,1
"100637692012",2012,1,1,3,1,7,3,5,1,0,0,0,0
"100637992012",2012,1,1,1,1,7,2,0,0,0,0,0,4
"100637992012",2012,3,2,1,1,7,3,0,0,0,0,0,3
"100638112012",2012,2,1,1,1,7,3,0,0,0,0,0,9
"100638122012",2012,2,1,3,1,7,3,10,5,0,0,1,0
"100638512012",2012,1,1,2,2,4,3,0,0,1,0,0,9
"100639342012",2012,2,1,1,2,7,3,0,0,0,0,0,9
"100639342012",2012,2,2,2,2,6,3,0,0,1,0,0,9
"100639402012",2012,1,1,1,1,7,2,0,0,0,0,0,1
"100639402012",2012,2,2,1,1,9,3,0,0,0,0,0,5
"100639472012",2012,2,1,1,1,10,3,0,0,0,0,0,9
"100639652012",2012,2,1,1,1,3,3,0,0,0,0,0,1
"100640892012",2012,1,1,1,1,7,3,0,0,0,0,0,9
"100640952012",2012,1,1,1,1,2,3,0,0,0,0,0,1
"100641602012",2012,2,1,1,1,6,3,0,0,0,0,0,1
"100641702012",2012,2,1,1,1,6,3,0,0,0,0,0,9
"100641702012",2012,2,2,2,2,6,3,0,0,1,0,0,9
"100641762012",2012,2,1,1,1,6,2,0,0,0,0,0,5
"100642042012",2012,1,1,3,1,1,3,6,9,0,0,0,0
"100642322012",2012,2,1,1,2,8,3,0,0,0,0,0,9
"100642362012",2012,2,1,1,1,7,3,0,0,0,0,0,5
"100642462012",2012,2,1,1,1,9,3,0,0,0,0,0,9
"100642782012",2012,2,1,1,2,9,3,0,0,0,0,0,9
"100643092012",2012,1,1,3,1,2,3,5,4,0,0,0,0
"100643172012",2012,1,2,1,1,8,3,0,0,0,0,0,19
"100643172012",2012,2,1,1,1,7,3,0,0,0,0,0,19
"100643422012",2012,2,1,1,2,5,3,0,0,0,0,0,9
"100643522012",2012,2,1,1,1,7,2,0,0,0,0,0,9
"100643702012",2012,2,1,1,1,8,3,0,0,0,0,0,8
"100643702012",2012,2,2,2,2,7,3,0,0,2,0,0,8
"100643702012",2012,2,3,2,1,7,3,0,0,2,0,0,8
"100643702012",2012,2,4,2,1,3,3,0,0,1,0,0,8
"100644352012",2012,2,1,1,1,5,3,0,0,0,0,0,5
"100644372012",2012,2,1,1,1,4,3,0,0,0,0,0,1
"100644712012",2012,2,1,1,1,7,3,0,0,0,0,0,3
"100645122012",2012,1,1,1,2,6,3,0,0,0,0,0,9
"100645242012",2012,2,1,1,1,1,3,0,0,0,0,0,1
"100645442012",2012,1,1,1,2,8,3,0,0,0,0,0,9
"100645552012",2012,1,1,1,1,8,3,0,0,0,0,0,9
"100645552012",2012,1,7,2,1,6,3,0,0,1,0,0,9
"100645552012",2012,2,2,1,1,7,3,0,0,0,0,0,8
"100645552012",2012,2,3,2,1,6,3,0,0,2,0,0,8
"100645552012",2012,2,4,2,1,6,3,0,0,2,0,0,8
"100645552012",2012,2,5,2,1,6,3,0,0,1,0,0,8
"100645552012",2012,2,6,2,1,4,3,0,0,2,0,0,8
"100645802012",2012,2,1,1,1,6,2,0,0,0,0,0,4
"100646152012",2012,2,1,1,1,7,3,0,0,0,0,0,9
"100646532012",2012,2,1,1,1,6,3,0,0,0,0,0,1
"100646992012",2012,1,1,1,1,6,3,0,0,0,0,0,9
"100646992012",2012,2,2,1,1,8,3,0,0,0,0,0,9
"100647312012",2012,2,1,1,1,10,3,0,0,0,0,0,9
"100647522012",2012,2,1,1,1,8,3,0,0,0,0,0,9
"100648002012",2012,2,1,1,1,10,2,0,0,0,0,0,1
"100648452012",2012,2,1,1,1,6,3,0,0,0,0,0,1
"100648582012",2012,2,1,1,2,6,3,0,0,0,0,0,9
"100648952012",2012,1,1,1,1,5,2,0,0,0,0,0,9
"100648952012",2012,1,2,2,1,4,3,0,0,1,0,0,9
"100649072012",2012,1,1,1,2,4,3,0,0,0,0,0,9
"100649072012",2012,1,2,2,2,6,3,0,0,1,0,0,9
"100649322012",2012,1,1,1,1,6,3,0,0,0,0,0,9
"100649442012",2012,1,1,1,1,6,3,0,0,0,0,0,9
"100649442012",2012,1,2,2,2,6,3,0,0,2,0,0,9
"100649462012",2012,2,1,1,1,4,2,0,0,0,0,0,5
"100649522012",2012,1,1,1,1,4,2,0,0,0,0,0,5
"100649922012",2012,1,1,3,1,2,3,5,1,0,0,0,0
"100649932012",2012,1,1,2,2,8,3,0,0,1,0,0,9
"100650542012",2012,1,1,1,1,6,3,0,0,0,0,0,1
"100650642012",2012,2,1,1,2,7,3,0,0,0,0,0,9
"100650812012",2012,2,1,1,1,6,3,0,0,0,0,0,1
"100650942012",2012,1,1,1,1,6,3,0,0,0,0,0,3
"100650962012",2012,2,1,1,1,9,3,0,0,0,0,0,4
"100651712012",2012,1,2,2,1,7,3,0,0,2,4,0,9
"100651712012",2012,1,3,2,1,4,3,0,0,2,4,0,9
"100651712012",2012,1,4,2,2,7,3,0,0,2,4,0,9
"100651712012",2012,1,5,2,1,5,3,0,0,2,4,0,9
"100651712012",2012,1,6,2,1,5,3,0,0,2,4,0,9
"100651712012",2012,1,7,2,1,5,3,0,0,2,4,0,9
"100651712012",2012,1,8,2,2,4,3,0,0,2,4,0,9
"100651712012",2012,2,1,1,1,6,3,0,0,0,0,0,9
"100651842012",2012,2,1,1,1,7,3,0,0,0,0,0,9
"100652212012",2012,2,1,2,1,2,3,0,0,2,0,0,9
"100652212012",2012,2,2,2,2,7,3,0,0,2,0,0,9
"100652322012",2012,2,1,1,1,5,2,0,0,0,0,0,4
"100652492012",2012,1,1,3,2,9,3,4,4,0,0,0,0
"100652892012",2012,2,1,1,1,7,3,0,0,0,0,0,1
"100652892012",2012,3,2,1,1,6,3,0,0,0,0,0,1
"100653672012",2012,2,1,1,1,6,3,0,0,0,0,0,9
"100653812012",2012,1,1,3,2,3,3,8,3,0,0,0,0
"100653832012",2012,2,1,2,2,9,3,0,0,0,3,0,11
"100654372012",2012,1,1,1,2,7,3,0,0,0,0,0,9
"100654372012",2012,1,3,2,1,7,3,0,0,1,0,0,9
"100654372012",2012,2,2,1,1,9,2,0,0,0,0,0,5
"100654472012",2012,2,1,1,1,8,3,0,0,0,0,0,3
"100654592012",2012,1,1,2,2,4,3,0,0,2,0,0,9
"100654592012",2012,2,2,1,2,8,3,0,0,0,0,0,9
"100654742012",2012,1,1,3,2,4,3,8,1,0,0,0,0
"100655932012",2012,2,1,1,2,7,3,0,0,0,0,0,9
"100655932012",2012,3,2,1,2,6,3,0,0,0,0,0,9
"100655932012",2012,4,3,1,2,7,3,0,0,0,0,0,9
"100656342012",2012,1,1,1,1,6,3,0,0,0,0,0,14
"100656452012",2012,2,1,1,1,4,3,0,0,0,0,0,1
"100656792012",2012,2,1,1,1,7,3,0,0,0,0,0,9
"100657112012",2012,2,1,1,1,5,3,0,0,0,0,0,1
"100657282012",2012,2,1,1,2,6,3,0,0,0,0,0,9
"100657282012",2012,2,2,2,2,5,3,0,0,2,0,0,9
"100657742012",2012,1,1,1,1,6,3,0,0,0,0,0,19
"100658012012",2012,1,1,1,2,4,3,0,0,0,0,0,9
"100658012012",2012,2,2,1,1,8,3,0,0,0,0,0,9
"100658022012",2012,2,1,1,1,6,2,0,0,0,0,0,1
"100658392012",2012,1,1,1,1,6,3,0,0,0,0,0,9
"100658582012",2012,1,1,3,1,10,3,1,4,0,0,0,0
"100659512012",2012,2,1,2,1,5,3,0,0,1,0,0,9
"100659742012",2012,2,1,1,1,4,3,0,0,0,0,0,3
"100660292012",2012,1,1,3,1,9,3,1,3,0,0,0,0
"100660722012",2012,2,1,1,2,7,3,0,0,0,0,0,9
"100660992012",2012,1,1,1,2,7,3,0,0,0,0,0,9
"100660992012",2012,1,2,2,2,10,3,0,0,1,0,0,9
"100660992012",2012,1,3,2,1,7,3,0,0,2,0,0,9
"100660992012",2012,2,4,2,2,10,2,0,0,2,4,0,11
"100660992012",2012,2,5,2,1,11,3,0,0,2,4,0,11
"100660992012",2012,2,6,2,2,11,3,0,0,1,4,0,11
"100660992012",2012,2,7,2,1,9,3,0,0,2,4,0,11
"100660992012",2012,2,8,2,2,10,3,0,0,2,4,0,11
"100661112012",2012,2,1,1,1,6,3,0,0,0,0,0,19
"100661122012",2012,1,1,3,2,6,3,10,1,0,0,0,0
"100661392012",2012,2,1,1,1,7,3,0,0,0,0,0,1
"100662132012",2012,1,1,3,1,2,3,5,1,0,0,0,0
"100662182012",2012,1,1,3,2,7,3,9,9,0,0,0,0
"100662852012",2012,1,1,1,1,5,2,0,0,0,0,0,4
"100663432012",2012,2,1,1,1,5,3,0,0,0,0,0,2
"100663962012",2012,2,1,2,1,7,3,0,0,1,0,0,8
"100664092012",2012,1,1,1,1,7,3,0,0,0,0,0,9
"100664092012",2012,1,2,2,1,3,3,0,0,1,0,0,9
"100664092012",2012,1,3,2,2,3,3,0,0,2,0,0,9
"100664132012",2012,2,1,1,1,2,3,0,0,0,0,0,1
"100664282012",2012,1,1,1,1,6,3,0,0,0,0,0,1
"100664522012",2012,2,1,1,1,9,2,0,0,0,0,0,9
"100664612012",2012,2,1,1,1,8,2,0,0,0,0,0,5
"100664712012",2012,2,1,1,2,10,3,0,0,0,0,0,9
"100664932012",2012,2,1,1,1,6,3,0,0,0,0,0,9
"100665072012",2012,1,1,2,2,6,3,0,0,1,0,0,9
"100665452012",2012,2,1,1,1,5,3,0,0,0,0,0,1
"100665522012",2012,1,1,3,2,10,2,8,3,0,0,2,0
"100665692012",2012,3,1,1,2,6,3,0,0,0,0,0,9
"100666312012",2012,1,1,3,1,10,3,5,3,0,0,2,0
"100666892012",2012,1,1,1,1,7,3,0,0,0,0,0,8
"100667222012",2012,2,1,1,1,8,3,0,0,0,0,0,9
"100667242012",2012,1,1,1,1,4,3,0,0,0,0,0,1
"100668052012",2012,1,1,1,2,4,2,0,0,0,0,0,4
"100668392012",2012,1,1,3,2,6,3,6,9,0,0,0,0
"100668612012",2012,2,1,2,1,8,3,0,0,0,4,0,11
