lsoa11cd,lsoa11nm,lad16nm,total_pop,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+
E01006210,Trafford 021E,Trafford,1698,21,16,19,18,28,25,23,36,27,27,29,21,23,23,26,20,22,15,20,6,7,12,8,10,9,14,12,15,13,6,18,19,21,17,31,28,21,21,30,18,23,37,28,28,37,22,34,40,32,23,33,30,21,23,26,14,20,22,28,27,20,21,16,17,18,21,22,13,17,20,13,18,17,20,13,8,8,8,8,11,5,6,11,7,4,1,11,6,4,4,7
E01006204,Trafford 022A,Trafford,1567,5,15,23,11,25,13,19,21,21,16,18,22,21,13,18,14,21,21,17,13,6,17,12,14,13,18,21,25,18,12,11,12,10,11,12,15,18,21,13,13,8,26,24,15,19,24,21,23,24,19,20,21,24,29,22,23,18,21,30,24,24,19,19,12,22,15,20,20,23,18,23,21,19,16,20,20,17,14,6,9,10,8,15,14,18,9,12,4,10,9,27
E01006206,Trafford 022B,Trafford,1885,25,16,14,14,22,31,23,28,39,37,33,37,32,26,31,36,31,29,31,27,20,28,25,20,20,19,17,15,20,10,18,26,25,19,32,16,31,30,34,27,21,32,24,20,29,25,18,25,27,26,33,31,23,30,27,20,22,25,27,12,14,22,12,13,16,22,13,23,20,21,16,21,12,14,9,8,9,8,10,10,5,6,8,10,8,10,4,2,4,3,21
E01006207,Trafford 022C,Trafford,1706,24,17,21,16,16,26,28,29,28,28,14,23,18,19,19,17,24,20,21,18,10,17,19,18,24,18,20,22,25,30,22,20,18,18,17,15,21,13,21,21,26,22,31,20,22,29,29,28,33,28,29,32,30,16,28,25,21,24,18,15,21,23,19,21,17,15,14,17,19,24,12,13,11,10,9,13,15,9,17,11,9,10,7,9,7,8,3,5,4,4,9
E01006208,Trafford 022D,Trafford,1603,21,15,37,17,23,22,20,22,30,33,26,28,28,21,21,28,27,28,21,16,8,13,16,12,10,19,14,17,10,13,19,20,14,13,22,14,17,19,17,10,24,27,25,20,29,26,22,20,18,21,25,30,23,19,27,18,23,15,15,22,19,15,21,17,11,17,17,14,33,19,22,20,23,16,8,11,6,14,13,7,5,8,5,4,4,6,6,0,1,3,8
E01006211,Trafford 022E,Trafford,1639,22,16,19,28,20,25,25,19,24,20,22,17,24,23,27,26,29,41,21,26,17,12,21,14,14,14,10,17,21,16,19,13,21,17,17,19,19,21,27,15,24,25,30,20,29,22,18,24,26,29,29,26,29,23,15,16,19,21,11,10,17,15,17,16,18,19,21,19,20,7,19,18,19,10,17,9,13,10,10,7,8,11,9,6,7,3,6,3,3,2,16
E01006093,Trafford 023A,Trafford,1547,19,18,17,21,33,23,16,24,18,20,15,25,23,27,13,26,22,19,23,13,11,14,10,12,12,11,9,9,15,13,11,21,25,18,19,22,23,22,19,18,32,23,17,23,33,21,24,38,27,20,21,19,23,32,25,14,10,13,17,19,20,23,13,19,17,14,22,15,13,19,16,14,18,12,15,10,9,6,5,10,9,9,7,4,12,4,10,4,4,3,11
E01006191,Trafford 023B,Trafford,1653,21,20,22,18,18,23,29,13,12,23,28,12,22,28,23,21,19,28,25,13,9,11,17,17,18,11,9,12,11,15,13,9,12,14,13,22,17,30,35,25,26,19,23,24,31,27,31,21,16,16,29,28,23,32,25,23,19,20,16,17,22,30,15,19,17,19,25,14,21,22,20,16,19,17,13,10,15,17,10,7,12,11,17,11,7,2,7,5,6,2,21
E01006192,Trafford 023C,Trafford,1492,5,7,14,20,18,22,18,21,24,17,12,19,16,25,9,24,32,18,17,14,14,9,16,12,15,17,11,7,9,7,9,5,9,11,10,20,17,7,16,19,23,24,22,19,23,22,22,21,18,24,31,26,21,30,25,19,28,20,28,20,20,17,11,9,17,15,22,19,23,20,13,15,14,17,15,13,10,10,17,17,12,19,10,9,9,7,9,9,3,9,24
E01006205,Trafford 023D,Trafford,1369,9,12,11,13,17,19,18,23,20,16,22,15,11,19,15,13,23,22,17,12,7,15,4,12,11,9,7,7,9,5,11,8,5,13,10,12,10,13,22,16,19,19,26,28,30,29,24,20,24,13,23,26,16,20,19,22,21,14,24,17,16,14,14,18,16,8,21,15,14,16,23,24,17,15,8,11,15,21,19,8,9,7,12,9,14,6,8,8,5,3,8
E01006209,Trafford 023E,Trafford,1636,14,6,17,18,14,20,22,25,30,23,30,25,23,25,24,18,17,27,21,11,13,10,9,13,11,6,4,11,11,8,13,6,16,8,11,20,13,13,13,19,14,16,20,26,33,34,29,29,27,35,24,31,26,24,20,15,17,27,17,19,19,24,13,16,20,21,22,26,21,27,8,23,15,21,16,19,20,17,13,15,11,11,6,12,17,15,17,10,11,10,19
E01006078,Trafford 024A,Trafford,2001,32,46,31,35,36,25,22,30,22,20,21,22,16,16,14,10,16,20,9,11,17,14,15,21,20,25,36,40,57,49,57,52,51,52,50,45,46,37,40,34,33,32,33,28,31,25,27,21,23,24,19,21,26,18,12,16,24,24,29,23,21,17,25,16,11,15,9,12,10,16,11,8,16,10,8,9,10,9,9,10,10,10,2,5,2,3,3,4,3,2,4
E01006080,Trafford 024B,Trafford,1981,26,33,31,44,27,32,33,33,23,24,24,19,14,21,21,9,14,17,17,5,11,8,11,6,16,13,12,23,25,22,31,43,44,37,28,42,34,29,37,28,33,38,31,44,38,29,31,27,24,25,29,32,28,40,17,26,14,23,14,25,8,20,14,14,15,16,13,22,17,18,15,16,17,10,18,23,12,10,14,14,11,14,11,8,17,15,12,11,8,7,26
E01006089,Trafford 024C,Trafford,1752,35,27,27,34,24,26,23,20,26,22,25,26,24,23,22,19,26,17,18,12,13,9,16,22,21,25,21,34,29,38,22,28,43,28,35,43,26,32,38,44,26,27,30,23,22,28,17,24,22,22,22,25,18,25,25,17,19,15,14,9,14,12,11,12,11,24,17,13,17,22,8,9,7,11,8,7,10,6,12,4,5,9,4,9,2,1,1,2,1,1,9
E01006193,Trafford 024D,Trafford,1573,27,22,20,22,29,18,25,32,25,30,17,23,16,13,14,16,17,12,14,11,15,16,12,14,17,12,11,12,7,3,17,19,24,11,20,29,33,35,32,14,20,24,16,14,18,24,22,26,33,13,19,27,18,27,16,20,19,23,22,19,15,19,17,16,18,18,22,23,26,17,18,18,22,12,11,9,13,9,22,3,6,14,8,4,5,3,7,5,4,1,12
E01006194,Trafford 024E,Trafford,2492,39,40,44,39,50,52,33,51,39,35,36,30,32,40,23,18,21,31,28,15,15,21,15,14,33,23,29,25,34,35,39,41,49,49,55,52,49,52,35,63,62,62,66,49,57,44,42,37,30,33,39,27,36,40,22,26,17,23,25,11,15,19,25,16,18,21,18,18,14,21,11,6,9,14,8,10,6,6,9,6,7,3,6,4,2,3,4,4,0,4,13
E01006074,Trafford 025A,Trafford,1645,28,25,23,25,24,24,25,24,18,21,27,25,28,23,27,32,24,17,17,14,6,12,12,16,16,14,19,10,17,10,12,15,23,23,28,26,21,16,28,24,21,21,22,24,23,41,14,25,29,25,16,30,22,27,26,18,24,12,22,16,20,10,14,14,9,19,12,18,14,15,15,15,14,13,16,11,13,15,13,11,16,7,8,2,7,7,2,5,9,3,21
E01006075,Trafford 025B,Trafford,2195,24,27,23,27,30,19,29,29,22,26,19,37,27,27,26,33,26,21,21,16,12,12,14,28,33,16,36,32,34,32,27,26,21,32,28,39,30,37,36,36,40,42,34,31,47,36,22,26,24,23,31,37,37,45,38,22,28,23,17,22,25,13,14,16,16,26,21,16,19,24,16,18,18,13,17,12,16,19,16,14,14,15,10,16,14,13,6,13,11,11,28
E01006076,Trafford 025C,Trafford,1764,12,15,13,10,21,19,16,20,14,14,20,15,16,20,18,22,14,17,16,9,12,7,13,11,17,6,16,15,19,13,10,27,12,8,14,14,15,20,12,8,24,24,17,17,27,29,20,30,32,26,27,26,41,22,31,15,21,20,21,29,10,25,26,27,21,15,10,31,22,19,25,28,32,18,17,14,24,28,18,20,18,23,24,20,13,27,19,13,21,13,54
E01006079,Trafford 025D,Trafford,2212,26,32,32,27,25,52,29,31,29,33,16,18,25,21,23,21,22,28,25,16,14,8,29,21,31,30,25,43,48,39,33,25,45,37,39,31,41,28,33,27,23,36,37,32,34,39,25,33,29,25,25,32,37,36,38,28,34,31,35,33,32,23,14,12,20,23,19,20,18,21,16,20,18,12,11,16,12,8,15,11,15,10,9,4,5,2,4,5,5,2,10
E01006087,Trafford 025E,Trafford,1554,16,21,16,12,15,15,21,14,24,20,23,25,19,20,19,24,21,21,23,17,13,13,19,18,12,9,9,9,10,9,14,22,18,17,14,8,14,8,8,14,12,14,23,17,21,29,29,22,30,26,26,18,29,24,27,23,27,32,23,17,16,14,23,20,19,26,20,23,21,23,25,18,24,24,17,11,16,19,12,8,6,3,7,7,11,3,4,7,4,3,7
E01006083,Trafford 026A,Trafford,1320,7,9,11,9,10,15,16,17,19,21,17,23,30,22,25,23,21,23,21,11,11,13,15,11,9,9,6,5,6,3,7,12,5,9,8,10,15,18,9,9,14,11,15,19,24,27,15,32,28,33,33,28,26,24,15,25,24,17,24,18,16,21,15,15,10,17,18,10,19,22,12,17,6,15,7,8,5,8,8,9,6,7,10,4,6,5,1,7,1,6,17
E01006084,Trafford 026B,Trafford,1787,20,16,22,22,25,17,31,30,36,30,33,34,32,37,27,26,22,31,39,11,14,12,11,14,16,12,13,6,12,8,12,8,8,15,15,19,17,22,19,11,22,27,26,28,38,34,23,26,24,29,33,37,38,42,36,29,25,37,24,23,15,24,28,19,11,23,17,11,13,24,13,11,18,12,9,3,8,15,13,13,10,10,6,11,6,3,7,1,3,9,15
E01006088,Trafford 026C,Trafford,1636,26,23,19,26,27,28,31,17,30,29,21,19,24,23,20,19,18,17,13,7,2,7,7,6,6,21,22,12,24,23,12,15,30,24,39,24,20,28,36,28,27,32,30,40,26,24,33,27,36,28,27,31,22,27,32,24,19,25,26,20,12,22,18,11,13,7,13,11,11,7,15,16,14,3,6,3,4,6,8,12,6,1,6,4,5,3,6,1,3,3,7
E01006139,Trafford 026D,Trafford,1860,25,24,28,31,40,32,46,25,33,23,32,27,27,31,18,21,19,20,25,8,7,10,7,12,17,25,17,22,17,20,20,20,26,19,25,29,32,23,47,27,34,38,33,43,52,25,33,28,35,20,30,22,22,19,24,24,21,15,19,15,20,16,16,8,15,9,14,17,18,10,12,7,17,15,16,8,12,8,10,10,11,8,7,8,9,11,5,8,8,5,13
E01006140,Trafford 026E,Trafford,1781,30,23,21,21,20,28,32,29,38,33,35,45,38,42,26,22,27,21,24,16,4,6,5,10,14,12,15,9,11,15,16,12,22,18,16,31,28,26,25,37,23,26,36,28,35,38,32,33,23,29,30,29,43,33,28,16,22,21,23,20,17,17,12,17,15,5,10,12,18,14,18,14,9,10,10,11,8,8,9,7,7,6,4,5,5,8,5,4,5,3,17
E01006077,Trafford 027A,Trafford,1722,28,25,18,26,19,13,13,22,18,20,20,26,19,26,17,13,14,15,16,9,10,12,15,9,22,23,20,28,30,32,27,33,27,25,31,27,38,24,29,26,27,23,22,34,27,22,21,16,36,16,31,24,23,19,20,27,13,16,17,16,16,24,25,15,11,11,16,15,10,19,11,16,8,16,10,12,15,14,6,5,20,10,13,11,12,11,7,6,6,6,30
E01006081,Trafford 027B,Trafford,1416,13,13,14,5,24,17,18,17,18,18,22,24,22,19,20,14,23,21,23,7,7,12,13,7,11,7,13,9,4,4,2,5,5,6,5,14,7,19,10,11,20,14,17,16,19,22,16,15,17,26,27,16,26,25,25,21,26,28,28,32,26,15,23,20,15,18,18,25,27,15,11,17,20,11,8,9,11,13,16,6,10,9,11,14,10,16,7,7,7,8,34
E01006082,Trafford 027C,Trafford,1613,9,7,8,12,12,18,14,15,33,18,26,21,26,22,10,29,33,24,24,15,6,9,10,9,12,13,8,11,6,7,17,17,16,16,16,14,9,11,15,14,18,25,15,13,27,27,30,34,34,31,32,31,19,29,24,33,16,16,23,26,25,32,27,28,21,10,19,28,16,30,18,17,22,17,17,16,20,23,17,12,11,7,4,8,9,7,12,8,4,4,9
E01006085,Trafford 027D,Trafford,1576,13,10,21,18,19,24,15,25,32,19,26,26,27,27,24,20,14,21,15,6,3,6,5,4,6,9,10,7,8,7,14,11,12,13,12,26,28,32,28,24,16,25,23,15,22,25,29,23,28,20,30,30,31,20,27,20,22,17,25,18,14,21,10,16,16,25,19,24,25,16,18,13,14,13,19,10,12,8,7,10,13,16,9,7,7,2,11,6,6,4,52
E01006086,Trafford 027E,Trafford,1727,15,15,14,17,22,25,28,34,19,25,34,21,26,28,21,11,24,23,27,16,10,17,13,15,13,12,18,14,10,14,8,8,13,12,13,29,30,25,18,24,20,16,25,24,16,27,26,27,39,33,22,24,24,23,22,20,22,22,26,25,20,19,19,22,30,17,15,20,22,22,15,21,24,12,16,9,8,12,14,10,11,9,8,8,11,12,8,8,13,12,36
E01006134,Trafford 028A,Trafford,1532,14,18,20,16,13,18,14,20,19,18,21,28,22,32,32,25,20,29,29,13,10,12,16,9,13,14,13,11,15,9,9,8,9,12,9,18,14,16,10,10,10,14,21,13,25,17,22,35,27,29,25,35,23,22,25,20,23,25,23,21,25,24,18,25,14,17,22,19,21,15,22,11,18,12,15,8,10,17,13,14,10,4,7,5,5,13,9,8,3,7,8
E01006135,Trafford 028B,Trafford,1770,16,21,22,15,20,23,23,29,29,21,24,27,27,26,23,17,29,25,27,19,4,6,9,10,7,14,11,11,11,10,10,15,6,11,12,15,14,21,16,19,25,15,24,21,24,25,27,31,24,35,20,23,27,22,21,17,27,14,17,22,28,20,22,26,8,23,17,24,20,26,13,27,23,27,20,15,18,21,19,20,20,15,14,20,12,11,19,13,15,12,46
E01006136,Trafford 028C,Trafford,1640,20,17,12,25,26,17,21,26,18,29,27,30,20,23,27,20,17,16,23,11,6,5,14,9,13,20,16,16,16,12,9,9,12,9,17,16,12,17,13,23,26,18,16,26,23,24,28,37,17,17,21,32,26,28,17,23,21,23,20,17,13,21,21,14,23,20,20,21,31,19,16,12,17,22,15,13,19,19,13,15,21,16,8,16,12,9,10,9,6,6,14
E01006137,Trafford 028D,Trafford,1458,13,4,13,18,17,15,18,20,21,21,30,15,21,19,26,28,13,25,22,13,9,18,14,14,28,8,12,14,15,7,7,9,12,6,11,13,7,9,15,10,24,22,21,24,31,23,29,23,17,20,19,27,22,22,29,17,17,20,26,19,16,15,22,9,20,15,12,17,16,17,9,15,12,31,14,9,16,13,9,11,11,16,10,7,12,10,7,4,4,5,12
E01006138,Trafford 028E,Trafford,1870,34,22,28,27,35,35,29,32,24,22,31,9,21,16,22,25,10,17,20,11,6,10,13,11,13,19,13,9,12,12,18,19,13,21,28,30,20,28,22,25,18,27,25,24,24,24,28,27,24,16,30,19,27,22,20,27,17,11,20,16,19,20,23,20,18,23,33,25,27,34,21,26,25,21,21,17,20,18,20,21,15,13,13,22,17,19,12,13,10,5,21
E01006315,Wigan 001A,Wigan,1178,9,7,12,4,10,13,9,11,12,5,13,12,7,7,14,13,10,8,11,15,12,15,7,12,18,12,9,11,12,10,13,10,9,5,8,11,17,12,10,8,13,8,13,19,18,13,20,22,15,14,21,23,24,25,13,24,20,25,29,15,15,14,16,15,18,15,21,26,14,26,13,19,14,17,23,12,7,9,9,10,7,6,4,8,5,8,5,5,3,8,9
E01006316,Wigan 001B,Wigan,1551,10,14,17,13,21,13,20,16,12,16,15,15,13,16,14,19,13,18,24,13,9,10,20,9,13,20,27,17,22,15,9,17,11,21,11,16,18,21,19,18,17,15,24,21,21,25,22,29,25,29,25,36,34,32,23,22,27,17,19,20,21,23,23,28,23,26,19,15,28,28,14,16,14,21,11,14,16,17,12,9,5,8,6,5,3,4,4,6,0,2,12
E01006317,Wigan 001C,Wigan,1487,8,15,8,9,11,24,11,14,12,16,19,15,19,12,17,30,19,21,11,20,13,15,15,16,22,21,13,16,17,13,20,12,8,19,15,17,19,12,12,10,18,16,14,18,15,28,30,29,24,34,14,15,18,19,20,20,18,17,24,23,14,14,8,21,14,19,30,23,26,27,30,31,21,21,19,13,7,19,19,10,12,7,5,3,4,6,4,3,3,4,20
E01006319,Wigan 001D,Wigan,1442,13,13,21,14,18,25,20,23,27,23,19,20,30,18,21,20,23,27,17,24,27,18,12,14,17,26,14,16,17,16,13,16,9,10,10,20,20,20,23,14,24,10,25,28,25,33,33,37,24,26,31,25,25,27,28,25,30,17,24,18,20,16,10,4,7,5,6,6,3,11,5,6,7,7,5,7,4,2,7,9,4,4,2,2,2,4,4,2,2,3,3
E01006229,Wigan 002A,Wigan,1444,7,10,12,10,11,10,10,14,16,16,12,12,12,12,9,7,14,17,8,7,9,9,14,7,12,15,11,14,21,9,11,15,11,10,16,14,15,11,11,18,9,15,21,21,16,22,17,22,20,14,19,23,21,18,18,19,18,14,19,23,20,17,23,19,27,14,28,23,32,52,24,25,30,21,30,14,22,26,16,19,10,8,14,20,6,15,9,8,4,4,16
E01006230,Wigan 002B,Wigan,1410,7,10,15,4,17,13,15,17,16,18,11,18,16,11,16,15,15,25,17,12,13,13,10,15,21,12,9,8,7,8,10,14,13,7,15,13,20,12,19,8,16,13,28,14,23,18,17,17,16,23,29,28,24,19,32,25,24,24,34,22,21,23,19,23,24,18,23,36,25,20,13,14,15,11,9,12,9,8,11,5,12,7,12,11,7,9,7,5,2,4,14
E01006233,Wigan 002C,Wigan,1435,6,10,16,9,12,17,15,12,15,16,16,17,12,10,21,24,22,19,8,13,7,10,11,12,8,15,8,13,7,9,6,10,10,9,18,15,15,15,14,14,14,14,11,10,17,25,29,29,16,31,32,41,31,39,26,23,25,28,21,26,21,8,17,19,22,16,17,16,23,34,22,20,20,16,14,11,18,15,11,10,7,7,6,8,3,19,7,2,3,7,12
E01006237,Wigan 002D,Wigan,1552,13,7,16,12,9,16,11,15,18,15,16,17,24,16,20,34,31,29,30,25,17,7,13,16,16,17,10,14,16,12,8,14,9,11,18,8,23,14,14,17,15,20,23,30,23,31,29,33,37,35,32,34,28,31,27,37,30,24,20,19,12,13,14,15,20,21,17,19,15,22,19,12,17,19,14,13,9,8,10,9,2,8,7,4,4,6,2,2,5,5,3
E01006238,Wigan 002E,Wigan,1581,21,12,13,20,18,15,23,31,12,26,13,13,17,17,11,17,18,17,21,15,13,12,22,17,23,21,15,12,21,20,28,19,18,30,18,21,26,20,16,10,17,17,17,25,22,32,28,19,27,34,21,18,26,15,15,22,18,14,17,13,18,17,14,16,15,19,24,23,16,23,11,19,14,12,16,19,12,13,13,14,8,10,14,3,8,12,20,7,7,5,10
E01006259,Wigan 003A,Wigan,1288,17,12,11,6,21,10,15,15,12,17,14,17,13,11,11,15,12,16,11,14,13,11,14,14,17,7,18,12,22,15,15,14,14,14,12,16,21,12,12,19,13,10,10,17,16,16,17,19,21,27,19,21,20,28,22,28,19,11,26,20,14,22,20,20,19,10,11,28,13,15,8,15,10,17,13,8,13,17,16,15,8,7,3,3,3,3,4,0,7,1,3
E01006312,Wigan 003B,Wigan,1398,7,9,9,6,12,18,14,9,11,18,23,18,14,25,20,15,14,7,12,10,9,9,14,12,13,13,11,19,7,19,21,18,9,12,10,14,10,9,15,13,15,8,19,23,29,23,15,17,20,17,22,22,23,20,23,20,20,25,14,18,18,20,24,23,16,20,16,34,25,24,22,13,25,37,14,8,22,13,14,18,9,9,5,10,7,9,4,4,8,3,3
E01006313,Wigan 003C,Wigan,1204,18,20,21,14,17,18,17,15,14,15,16,11,9,9,15,16,11,20,14,8,12,14,7,11,14,16,18,12,17,28,20,24,20,19,33,23,14,14,12,15,9,15,10,9,10,13,12,14,22,27,12,22,19,20,19,17,12,14,15,14,15,10,11,11,9,17,16,20,6,14,7,14,11,8,6,10,8,6,8,6,3,3,3,6,7,7,3,2,4,3,4
E01006314,Wigan 003D,Wigan,1732,9,13,11,10,23,20,18,23,16,12,14,11,14,10,19,14,15,23,19,14,11,15,18,6,12,13,15,14,17,17,10,14,24,21,15,10,19,20,22,17,26,23,22,28,26,22,17,24,17,34,24,32,27,22,26,32,29,19,30,25,33,20,25,21,29,26,21,27,35,27,23,28,18,21,25,22,23,16,24,14,21,15,19,9,9,11,12,4,6,0,25
E01006318,Wigan 003E,Wigan,1397,15,5,7,13,8,10,13,11,8,17,18,14,14,17,18,16,14,12,13,11,9,12,6,16,19,9,10,11,12,8,3,12,8,7,7,11,13,9,12,10,13,14,22,23,30,23,16,11,18,20,21,18,24,20,27,14,19,17,19,13,18,21,36,14,25,22,27,31,27,33,33,32,29,16,27,24,13,18,16,5,17,12,11,10,7,13,3,3,3,5,6
E01006320,Wigan 003F,Wigan,1334,5,10,6,7,8,20,13,6,15,16,18,18,19,9,15,12,18,13,15,9,12,12,9,12,11,11,16,17,11,12,11,7,12,10,11,9,12,12,12,10,18,19,25,26,23,23,19,26,26,24,17,21,19,17,21,16,17,19,22,13,13,23,21,19,26,15,19,30,28,38,23,22,25,24,17,10,17,10,8,10,7,9,2,4,5,1,3,4,2,1,6
E01006321,Wigan 003G,Wigan,1680,10,16,11,9,22,21,14,21,23,23,18,12,19,25,21,17,15,19,22,9,15,8,25,12,19,19,16,16,30,17,16,13,15,16,16,24,16,23,21,22,27,19,29,29,27,33,29,30,28,26,21,30,31,26,27,24,28,32,26,22,24,22,16,13,17,31,23,22,31,37,25,22,26,11,12,10,3,4,7,9,15,7,10,5,7,4,2,5,1,2,7
E01006231,Wigan 004A,Wigan,1456,7,9,14,15,8,12,11,10,13,20,24,9,15,17,12,11,21,22,14,11,13,12,18,15,12,19,17,14,10,11,14,12,15,11,18,10,12,15,12,11,15,20,15,17,22,24,18,18,32,40,28,28,29,34,31,28,29,19,23,18,20,18,23,26,19,15,14,11,21,21,23,17,24,21,13,13,23,19,9,18,9,5,9,7,5,3,2,5,2,3,4
E01006232,Wigan 004B,Wigan,1963,10,18,12,17,20,13,27,28,19,22,26,16,26,31,20,26,22,20,18,20,15,19,24,8,21,31,29,36,31,31,14,25,22,14,19,21,20,29,17,27,26,21,29,35,25,50,40,38,39,31,43,34,41,37,38,36,20,20,19,15,19,14,15,21,17,25,25,29,34,41,19,15,17,18,9,15,12,6,10,12,11,11,7,2,4,7,8,6,7,0,26
E01006234,Wigan 004C,Wigan,1189,11,16,11,9,3,7,12,3,9,7,10,13,9,17,11,11,13,13,12,8,15,13,11,8,13,8,11,14,8,15,7,8,9,4,7,18,10,14,8,6,14,9,12,18,24,15,12,19,20,16,17,18,18,14,24,19,19,17,16,13,18,9,19,21,12,14,13,26,21,28,18,30,25,29,13,22,18,16,16,10,10,11,11,2,6,4,4,2,2,3,10
E01006235,Wigan 004D,Wigan,1527,13,15,10,19,16,16,14,20,22,19,28,22,25,20,23,23,15,24,17,15,10,11,13,15,14,12,13,13,30,13,31,23,16,20,16,21,15,19,21,17,15,15,16,16,27,28,20,27,20,25,25,16,27,27,17,28,21,24,19,26,17,17,22,12,19,11,20,15,13,17,20,14,9,9,10,10,12,13,16,11,13,11,13,5,9,3,6,4,6,2,10
E01006253,Wigan 005A,Wigan,1624,29,25,30,17,21,29,35,26,19,17,12,13,17,12,13,17,19,18,20,13,12,15,17,19,15,19,25,22,17,22,25,22,17,14,15,20,20,23,17,18,22,17,21,13,17,25,22,25,20,18,11,28,24,20,29,16,20,17,19,15,12,15,14,17,17,16,17,16,23,18,26,13,17,21,23,23,21,23,23,12,14,12,6,6,3,9,8,8,2,2,12
E01006254,Wigan 005B,Wigan,1623,19,25,27,25,27,24,38,28,34,26,22,27,39,25,24,31,26,21,17,25,22,18,25,22,28,16,21,22,20,21,15,24,39,14,21,26,23,27,10,19,15,19,19,21,21,19,22,22,29,18,19,27,27,11,17,19,12,18,9,10,8,14,11,12,20,16,18,18,18,15,14,10,10,7,4,7,8,7,6,9,4,12,5,7,7,3,5,2,3,2,4
E01006255,Wigan 005C,Wigan,1519,23,12,15,16,10,12,10,11,10,15,15,16,13,5,16,18,8,16,11,21,16,14,19,13,11,17,17,21,24,21,21,20,17,20,17,18,14,11,9,21,12,10,23,15,25,32,26,24,18,25,24,21,27,22,32,34,20,28,24,26,13,23,17,14,13,21,17,22,34,23,20,16,28,16,22,14,12,9,16,9,6,13,9,7,8,6,10,2,5,3,9
E01006256,Wigan 005D,Wigan,1424,18,19,16,16,18,19,24,18,22,25,7,13,16,14,18,13,17,17,17,15,12,15,15,16,21,13,21,20,19,21,23,20,26,19,19,22,22,11,18,13,13,20,13,21,22,22,20,18,18,25,24,25,26,20,25,16,28,22,21,24,17,17,16,14,15,13,9,17,9,20,7,17,12,12,12,8,10,6,9,5,4,6,3,5,7,5,1,5,0,5,7
E01006260,Wigan 005E,Wigan,1517,19,11,18,24,21,24,25,24,30,20,19,15,21,19,16,19,23,16,16,14,13,18,16,22,12,15,22,18,16,16,11,23,13,15,17,15,15,14,14,14,16,12,21,23,24,23,26,16,19,26,31,20,27,20,34,21,23,26,19,31,19,17,26,15,16,22,14,20,14,16,13,11,10,17,13,9,6,8,14,9,16,11,7,5,9,2,3,1,0,1,2
E01006370,Wigan 006A,Wigan,1630,12,22,18,19,12,19,15,15,20,13,10,13,13,11,6,10,16,6,15,9,20,20,29,31,33,30,45,40,31,34,23,26,35,18,23,29,25,15,18,23,29,20,33,34,31,35,22,19,30,32,32,35,29,24,21,19,16,18,13,17,14,25,19,13,14,7,16,12,16,15,13,2,9,11,8,8,9,7,11,4,8,16,7,9,7,4,6,4,0,2,3
E01006372,Wigan 006B,Wigan,1714,8,12,10,16,11,11,21,20,27,15,19,9,13,21,19,21,11,22,15,14,16,18,12,10,22,17,16,11,11,8,17,11,16,7,17,17,12,11,11,16,18,29,21,24,25,23,27,24,37,32,36,35,30,20,36,29,22,22,40,27,23,28,31,17,20,19,22,23,27,30,22,23,26,29,17,20,11,20,13,12,12,15,12,11,11,15,13,10,10,6,18
E01006373,Wigan 006C,Wigan,1532,16,13,15,16,15,18,9,18,19,14,14,12,6,16,9,21,18,13,9,11,15,10,17,17,19,13,14,24,18,18,15,21,21,19,21,22,16,24,19,21,23,25,18,22,23,17,21,27,21,19,22,22,27,31,27,30,15,27,29,22,23,25,17,25,16,13,22,24,19,23,12,10,14,4,16,15,10,5,11,8,11,16,14,5,14,14,4,11,4,3,10
E01006374,Wigan 006D,Wigan,1604,26,13,19,23,20,17,18,14,15,12,14,13,16,9,14,26,14,22,17,18,11,5,7,9,8,21,21,21,21,22,21,32,20,20,14,9,19,14,12,17,13,20,17,17,20,29,18,20,22,21,37,30,28,35,24,25,25,33,25,20,15,15,17,18,10,20,12,16,26,24,18,28,23,17,15,18,19,18,13,11,9,10,13,12,19,9,3,9,7,5,12
E01006390,Wigan 006E,Wigan,1538,16,10,13,13,10,16,15,19,13,10,10,17,19,17,14,12,13,20,9,11,11,12,18,19,21,14,19,17,28,11,18,21,18,19,15,18,20,18,18,11,8,21,21,20,20,23,21,21,25,21,24,32,23,26,15,22,23,22,32,26,21,16,21,17,17,23,13,18,26,13,19,22,14,19,27,16,11,18,11,16,10,14,11,13,13,10,9,13,8,0,10
E01006236,Wigan 007A,Wigan,1537,13,16,22,14,11,12,15,14,22,13,10,5,16,12,11,6,15,13,10,12,12,13,17,19,17,15,13,21,11,19,15,17,15,15,14,11,17,12,17,19,13,13,14,32,28,17,25,17,23,21,19,33,36,29,30,27,18,32,22,22,13,16,21,16,29,26,29,30,30,31,30,28,33,18,12,9,16,17,13,10,11,8,4,2,7,7,5,6,11,1,6
