atco_code,common_name,street,area_code,area_name,lon,lat
1800SJ09281,Washway Road,The Drive,E08000009,Trafford,-2.36572,53.41671
1800SJ04501,Washway Road,Woodhouse Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ47041,Washway Road,Marsland Road,E08000009,Trafford,-2.36572,53.41671
1800SJ41101,Well Green Shops,Grove Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ41301,Well Green Shops,Grove Lane,E08000009,Trafford,-2.36572,53.41671
1800SJH2971,Wellington HS,Wellington Road,E08000009,Trafford,-2.36572,53.41671
1800SJ03011,Welwyn Close,Broadway,E08000009,Trafford,-2.36572,53.41671
1800SJ03121,Welwyn Close,Broadway,E08000009,Trafford,-2.36572,53.41671
1800SJ01971,Westbrook Road,Trafford Pk Rd,E08000009,Trafford,-2.36572,53.41671
1800SJ01481,Westinghouse Road,Mosley Road,E08000009,Trafford,-2.36572,53.41671
1800SJ01891,Westinghouse Road,Mosley Road,E08000009,Trafford,-2.36572,53.41671
1800SJ01531,Westinghouse Road,Mosley Road,E08000009,Trafford,-2.36572,53.41671
1800SJ02111,Westinghouse Road,Second Avenue,E08000009,Trafford,-2.36572,53.41671
1800SJ02121,Westinghouse Road,Second Avenue,E08000009,Trafford,-2.36572,53.41671
1800SJ15601,Westinghouse Road,Fifth Avenue,E08000009,Trafford,-2.36572,53.41671
1800SJ15611,Westinghouse Road,Fifth Avenue,E08000009,Trafford,-2.36572,53.41671
1800SJ41331,Westminster Road,Hale Road,E08000009,Trafford,-2.36572,53.41671
1800SJ01101,Westwood Avenue,Stretford Road,E08000009,Trafford,-2.36572,53.41671
1800SJ01251,Westwood Avenue,Stretford Road,E08000009,Trafford,-2.36572,53.41671
1800SJ00341,White City,Chester Road,E08000009,Trafford,-2.36572,53.41671
1800SJ17221,White City,Chester Road,E08000009,Trafford,-2.36572,53.41671
1800SJ00351,White City,Chester Road,E08000009,Trafford,-2.36572,53.41671
1800SJ17211,White City,Chester Road,E08000009,Trafford,-2.36572,53.41671
1800SJH2551,White City Way,White City Way,E08000009,Trafford,-2.36572,53.41671
1800SJ11471,Whitehouse Drive,Broad Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ11331,Whitehouse Drive,Broad Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ16971,Whitehouse Lane,Sinderland Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ11941,Whitehouse Lane,Sinderland Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ02671,Wibbersley Park,Irlam Road,E08000009,Trafford,-2.36572,53.41671
1800SJ02691,Wibbersley Park,Irlam Road,E08000009,Trafford,-2.36572,53.41671
1800SJ12181,Wilton Drive,Elmridge Drive,E08000009,Trafford,-2.36572,53.41671
1800SJ12211,Wilton Drive,Elmridge Drive,E08000009,Trafford,-2.36572,53.41671
1800SJ41171,Winchester Road,Shay Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ41061,Winchester Road,Shay Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ04421,Windsor Avenue,Glebelands Road,E08000009,Trafford,-2.36572,53.41671
1800SJ41161,Woburn Drive,Ash Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ41071,Woburn Drive,Ash Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ10981,Wood Lane,Green Lane,E08000009,Trafford,-2.36572,53.41671
1800SJH4991,Wood Lane,Wood Lane,E08000009,Trafford,-2.36572,53.41671
1800SJH4981,Wood Lane,Wood Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ11031,Wood Lane,Green Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ30091,Wood Road,Upp Chorlton Rd,E08000009,Trafford,-2.36572,53.41671
1800SJ32021,Wood Road North,Kings Road,E08000009,Trafford,-2.36572,53.41671
1800SJ32031,Wood Road North,Kings Road,E08000009,Trafford,-2.36572,53.41671
1800SJ49501,Woodbourne Road,Brooklands Road,E08000009,Trafford,-2.36572,53.41671
1800SJ47071,Woodbourne Road,Brooklands Road,E08000009,Trafford,-2.36572,53.41671
1800SJ16351,Woodbridge Road,Woodsend Circle,E08000009,Trafford,-2.36572,53.41671
1800SJ10891,Woodhouse Lane,Woodhouse Lane,E08000009,Trafford,-2.36572,53.41671
1800SJH2321,Woodhouse Lane,Woodhouse Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ10861,Woodhouse Lane,Woodhouse Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ17721,Woodhouse Lane,Smithy Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ03371,Woodhouse Lane,Washway Road,E08000009,Trafford,-2.36572,53.41671
1800SJ17731,Woodhouse Lane,Smithy Lane,E08000009,Trafford,-2.36572,53.41671
1800SJ09381,Woodhouse Lane East,Riddings Road,E08000009,Trafford,-2.36572,53.41671
1800SJ49251,Woodhouse Lane East,Riddings Road,E08000009,Trafford,-2.36572,53.41671
1800SJ03101,Woodhouse Road,Broadway,E08000009,Trafford,-2.36572,53.41671
1800SJ02521,Woodhouse Road,Davyhulme Road,E08000009,Trafford,-2.36572,53.41671
1800SJ47411,Woodlands Road,Northenden Road,E08000009,Trafford,-2.36572,53.41671
1800SJH2091,Woodlands Road,Woodlands Road,E08000009,Trafford,-2.36572,53.41671
1800SJ02791,Woodsend Circle,Moorside Road,E08000009,Trafford,-2.36572,53.41671
1800SJ02781,Woodsend Circle,Woodsend Cres R,E08000009,Trafford,-2.36572,53.41671
1800SJ02641,Woodsend Circle,Woodsend Road,E08000009,Trafford,-2.36572,53.41671
1800SJ02771,Woodsend Clinic,Woodsend Cres R,E08000009,Trafford,-2.36572,53.41671
1800SJ02721,Woodsend Crescent Road,Irlam Road,E08000009,Trafford,-2.36572,53.41671
1800SJ02711,Woodsend Crescent Road,Irlam Road,E08000009,Trafford,-2.36572,53.41671
1800SJ11741,Woodsend Rd,Irlam Road,E08000009,Trafford,-2.36572,53.41671
1800SJ32561,Woodstock Road,Kings Road,E08000009,Trafford,-2.36572,53.41671
1800SJ17111,Worthington Park,Broad Road,E08000009,Trafford,-2.36572,53.41671
1800SJ17101,Worthington Park,Broad Road,E08000009,Trafford,-2.36572,53.41671
1800SJH2021,Worthington Primary School,Wythenshawe Rd,E08000009,Trafford,-2.36572,53.41671
1800SJ47461,Worthington Road,Northenden Road,E08000009,Trafford,-2.36572,53.41671
1800SJ11491,Wyngate Road,Arthog Road,E08000009,Trafford,-2.36572,53.41671
1800SJ11311,Wyngate Road,Arthog Road,E08000009,Trafford,-2.36572,53.41671
1800SJ47791,Wythenshawe Road,Old Hall Road,E08000009,Trafford,-2.36572,53.41671
1800SJ47891,Wythenshawe Road,Old Hall Road,E08000009,Trafford,-2.36572,53.41671
